compound_id,target_id,target_family,molecular_weight,alogP,HBD,HBA,rotatable_bonds,TPSA,assay_type,assay_pH,assay_temp_C,data_source,assay_confidence,pKd,interaction,fp_pc1,fp_pc2,fp_pc3,fp_pc4,fp_pc5,fp_pc6,fp_pc7,fp_pc8,fp_pc9,fp_pc10,fp_pc11,fp_pc12,fp_pc13,fp_pc14,fp_pc15,fp_pc16,prot_emb1,prot_emb2,prot_emb3,prot_emb4,prot_emb5,prot_emb6,prot_emb7,prot_emb8
CMPD_10260,TRG_2060,IonChannel,484.714,1.25,1,6,3,89.326,Functional Assay,7.5,24.4,ChEMBL,0.21,5.365,0,-0.4896,0.8821,-0.5453,2.4084,-0.7064,1.8311,-0.6716,-0.7799,0.188,-1.3015,1.3343,0.8288,-0.1156,0.86,-0.7777,1.3671,0.4949,-1.1444,-0.324,0.5189,0.0983,-2.2406,0.0145,1.289
CMPD_10261,TRG_2061,Enzyme,313.289,1.763,2,6,1,94.146,Functional Assay,7.62,21.7,InHouse,0.241,6.516,1,-0.8507,-0.2588,-1.4014,-0.8626,-0.7724,-0.6921,0.0386,-2.4606,-1.337,-0.0837,0.1889,-0.357,-0.2469,1.1708,-0.0074,1.1661,-0.7541,0.3255,-0.1497,0.8238,-0.0501,-0.554,-0.0345,-0.9881
CMPD_10262,TRG_2062,Kinase,436.294,1.557,0,9,6,175.264,Binding Assay,7.28,24.3,ChEMBL,0.684,5.827,0,1.9628,-1.7851,-1.4135,1.1242,0.3012,-0.1594,-0.6836,0.1632,-0.0944,-1.5357,2.9362,-0.0598,0.9167,0.6883,0.0129,-1.2854,1.014,1.4165,-1.2379,-0.1925,1.4871,0.7938,0.0809,-0.0217
CMPD_10263,TRG_2063,IonChannel,346.919,2.774,0,1,5,101.298,Binding Assay,6.51,22.5,InHouse,0.507,6.045,0,1.7362,-1.984,-0.3708,-1.6533,-1.5284,0.6258,-0.0162,-1.0096,-0.4094,-0.3742,0.7517,1.7552,-1.1653,1.466,0.6311,-0.6489,-1.4263,-2.2189,-0.1916,0.0843,-0.7062,0.3436,-1.4762,0.3042
CMPD_10264,TRG_2064,Enzyme,336.19,1.02,2,4,6,50.551,Binding Assay,6.95,28.6,BindingDB,0.375,4.01,0,-0.7135,1.3016,-1.3627,-0.7569,-0.2246,-1.9413,1.4157,-0.381,-0.2854,-0.4813,0.8479,-0.6264,-1.6823,0.5283,-1.453,0.5678,1.2127,-0.762,0.8383,1.359,2.8387,-0.5251,-0.4361,0.1234
CMPD_10265,TRG_2065,Transporter,420.693,4.518,1,3,4,133.51,SPR,8.5,25.3,InHouse,0.97,6.287,0,-1.1573,2.0314,-1.0909,-0.2423,-0.0469,0.6084,0.5683,-0.0695,1.1827,-0.8127,0.64,0.7157,-0.1378,0.8339,-0.7921,-0.9768,1.3595,0.0092,-0.9622,-0.2326,0.0063,-1.2591,0.7761,-0.4714
CMPD_10266,TRG_2066,Transporter,402.186,2.5,2,3,6,101.944,Binding Assay,6.47,23.0,Literature,0.747,3.924,0,-0.1366,-1.5529,0.369,0.1334,-0.3823,-1.1819,-2.526,0.0369,0.218,-0.1861,-0.7477,-1.5986,-1.3174,-0.5982,0.8943,1.5778,-0.0296,-0.3617,-0.2729,0.8166,-0.3166,0.7403,0.7414,-0.4858
CMPD_10267,TRG_2067,Transporter,223.889,2.483,1,7,5,112.475,HTS,7.42,20.7,ChEMBL,0.401,8.451,1,0.9849,-0.6872,-1.6129,0.8752,1.5393,2.8862,0.0554,-0.201,1.3895,-0.1043,0.0224,0.6527,-0.748,-0.2613,-0.1291,-1.6248,-0.2487,-0.5854,0.7715,0.8982,-1.2748,-0.8355,1.0,-0.7511
CMPD_10268,TRG_2068,GPCR,468.123,1.91,0,4,3,174.628,Functional Assay,8.47,23.6,Literature,0.371,6.607,1,-0.7081,0.5181,-0.5021,0.6353,-0.0029,-0.1045,-1.4874,-0.6894,0.2006,0.2247,-0.6805,-2.7202,-0.4948,-1.322,0.4157,-0.2227,0.1293,-1.1345,-0.6921,1.2643,0.1198,-0.6654,-0.5458,0.6953
CMPD_10269,TRG_2069,GPCR,460.407,2.779,0,7,4,116.636,Binding Assay,7.04,28.7,BindingDB,0.606,7.175,1,0.6768,-0.5576,0.1182,0.7718,0.6289,0.7096,-1.5803,1.0597,-0.5919,0.5239,-0.0047,0.1274,-0.2025,1.0057,-0.1903,-0.45,0.5182,-0.5815,1.0879,-1.4588,-0.3004,0.0137,0.2818,0.4736
CMPD_10270,TRG_2070,Enzyme,299.955,3.985,0,4,2,121.177,Binding Assay,8.3,25.3,InHouse,0.356,7.652,1,-1.7301,-0.0728,-1.9913,-0.0885,-1.3098,0.2575,-0.5157,-0.6914,0.0701,-0.3413,1.9796,1.023,0.2325,-0.7449,1.1559,-1.43,-0.4097,1.7304,-2.0691,-0.6144,-1.5309,0.2715,-0.4815,1.5969
CMPD_10271,TRG_2071,Enzyme,381.664,0.939,1,6,1,125.348,Functional Assay,6.79,24.5,InHouse,0.705,5.033,0,-0.769,2.1668,0.9618,1.4319,2.3441,-0.9983,-2.1823,-0.0382,2.0711,0.2542,-1.1118,1.065,-1.8015,1.1116,0.8291,-0.9693,-1.6959,-0.105,-0.0568,-0.6079,1.3121,-0.7879,-1.93,-0.8749
CMPD_10272,TRG_2072,Enzyme,389.522,1.315,1,4,5,171.529,HTS,6.02,30.1,BindingDB,0.671,8.154,1,0.2307,1.0526,0.1919,-0.4066,-1.4447,-1.7125,-0.1877,-0.17,-0.4907,-0.3938,-2.045,1.3191,-0.949,-0.4019,0.2878,-0.7069,0.8964,-0.45,-0.281,-1.0679,-0.1504,0.7211,2.4861,1.9311
CMPD_10273,TRG_2073,Enzyme,370.854,1.953,0,6,3,140.743,SPR,6.85,23.8,ChEMBL,0.796,6.606,1,1.8077,1.1676,0.3876,0.8733,-0.0426,-0.981,0.2798,0.8808,-0.5478,-0.3023,-0.6153,0.4765,0.486,-1.4467,-1.9869,0.1284,-0.1038,-0.2074,1.5114,0.6148,-0.2057,1.004,-0.0267,0.3453
CMPD_10274,TRG_2074,IonChannel,305.976,0.077,2,3,7,113.673,Binding Assay,6.75,22.6,ChEMBL,0.887,7.427,1,-1.4058,0.7268,1.2251,-0.509,1.3954,0.4793,0.1112,1.9557,1.0062,0.3827,-0.1242,1.4277,0.9981,0.4563,1.4659,0.2216,1.2521,-0.6798,-0.1849,-0.8296,1.3004,-2.4387,0.2782,-2.1581
CMPD_10275,TRG_2075,IonChannel,296.27,1.025,2,3,8,141.999,Functional Assay,6.2,26.2,BindingDB,0.318,6.938,1,-0.4901,-0.6036,-0.2447,-1.7815,-0.068,-0.3361,1.2931,0.8361,-0.3709,1.4647,1.0075,-0.3252,0.0539,0.7314,0.7992,1.0527,-0.1005,-0.5209,0.0502,0.1537,0.1651,0.7595,-1.9893,-0.5249
CMPD_10276,TRG_2076,Transporter,347.956,1.643,1,2,7,105.003,Binding Assay,6.95,26.3,Literature,0.581,7.453,1,-0.8735,-0.4946,-0.6418,-0.1155,-1.0836,1.7783,-0.2711,-1.618,-1.2883,-1.4032,-0.3357,0.4932,0.2458,-1.8408,-0.2034,0.7395,0.4215,2.3055,1.4672,0.4656,-0.0586,0.1482,0.0474,0.4833
CMPD_10277,TRG_2077,IonChannel,443.818,4.074,0,5,6,102.221,HTS,7.79,23.2,InHouse,0.479,4.956,0,-2.5328,-0.3423,0.9404,0.1945,2.2558,1.7604,0.3338,-1.4436,0.7136,-1.0706,-0.5789,0.1081,0.5398,-0.341,-0.9127,1.0629,1.5592,1.2084,0.1084,0.3241,-0.7462,0.6061,2.5749,1.3197
CMPD_10278,TRG_2078,Transporter,393.488,2.973,1,8,0,126.08,SPR,6.84,22.6,ChEMBL,0.833,3.966,0,-0.0484,-0.193,-1.1438,-1.302,-0.5544,-1.1216,-1.819,-0.2167,-0.8184,-0.2581,-0.9234,-0.8036,0.1481,-0.9447,1.6363,-1.4723,-0.5259,0.9912,1.5785,-1.578,0.2113,0.1233,-0.5871,-0.3375
CMPD_10279,TRG_2079,Transporter,320.351,2.848,2,4,3,81.889,Functional Assay,6.97,29.3,InHouse,0.672,11.179,1,-0.4775,-0.0135,0.8738,-0.3897,-1.7215,-0.2649,0.1776,0.1054,-0.639,1.5492,0.0724,-0.4405,0.1686,-1.5017,1.0322,-0.9673,-1.0163,-0.8732,0.583,0.3013,-0.3599,-1.9158,0.524,-0.4067
CMPD_10280,TRG_2080,Enzyme,411.736,4.032,1,6,2,147.689,Binding Assay,8.02,23.7,InHouse,0.39,4.533,0,-0.7834,0.6262,-0.11,-0.6306,0.6183,1.2928,0.2712,0.1168,0.2918,0.541,-0.2788,-0.5049,-0.567,0.0932,-0.4082,1.1095,-1.015,0.4986,-0.3761,1.8448,-0.5103,0.1158,-1.494,0.6273
CMPD_10281,TRG_2081,GPCR,122.117,2.253,3,2,6,39.113,Functional Assay,6.75,20.6,ChEMBL,0.86,5.289,0,0.4195,-0.4497,-0.7231,-0.827,-0.0733,-1.3812,0.2439,0.9458,-0.4609,-1.2568,-0.7233,0.1583,0.7991,-0.0847,2.207,-1.0761,1.2186,0.8112,-1.2313,2.0023,0.7961,-0.0686,0.5935,-0.88
CMPD_10282,TRG_2082,GPCR,441.901,3.203,3,7,6,148.688,Binding Assay,7.57,25.6,ChEMBL,0.388,3.148,0,0.1844,-0.2364,0.7285,0.7103,-1.1426,0.0474,-1.0356,-0.869,0.0754,-0.6012,0.7736,-0.2083,2.1326,1.2297,-0.2906,-0.0862,-0.8709,1.6674,-0.4447,-0.5698,0.2481,-0.5644,0.4389,1.5715
CMPD_10283,TRG_2083,Kinase,210.823,2.314,0,6,7,15.082,Binding Assay,6.18,27.7,ChEMBL,0.227,6.822,1,0.1261,0.1063,-1.8097,1.4042,1.9059,-0.1125,0.3823,1.064,0.0646,2.1691,-0.265,1.2502,0.0842,-0.9606,0.5351,-0.5797,-2.2975,0.8171,-0.1381,-0.1895,0.3055,0.7122,2.1833,-1.1782
CMPD_10284,TRG_2084,IonChannel,321.005,2.978,0,4,2,116.633,Binding Assay,6.62,24.4,Literature,0.155,4.619,0,-0.1416,-0.7873,0.958,-0.2471,-0.0715,0.4202,1.1451,-0.3338,0.4351,-0.5305,-2.6191,0.2124,0.7018,2.4035,-2.0912,-0.4631,-0.6123,0.0855,0.0994,1.133,0.6335,-0.427,0.642,-0.6331
CMPD_10285,TRG_2085,Kinase,260.426,1.451,0,4,7,26.719,HTS,7.07,26.6,InHouse,0.711,4.789,0,-1.3161,0.4719,1.556,0.1509,-1.0559,1.7978,0.1525,2.4123,-0.7087,1.0033,0.8952,0.0909,0.0379,0.5377,-1.0266,0.2863,0.1333,1.1681,-0.4703,0.5841,0.6111,0.7531,0.8308,0.1465
CMPD_10286,TRG_2086,GPCR,246.425,-1.89,2,7,1,112.398,Functional Assay,7.93,21.9,ChEMBL,0.949,4.323,0,-0.1331,1.2166,-0.729,-1.4882,0.2221,-0.9061,-0.0235,-1.0558,1.1154,-1.1707,1.0567,-0.0639,2.29,0.7976,-0.7682,-0.7184,0.4143,-0.4488,-1.7182,0.6692,-1.4433,-0.2033,-0.7066,-0.4903
CMPD_10287,TRG_2087,IonChannel,442.866,2.258,0,6,3,171.39,Binding Assay,6.65,26.9,ChEMBL,0.456,6.991,1,0.9173,0.5139,0.7141,2.1679,1.3587,-0.5199,0.066,-1.2608,-0.1717,-0.5383,1.5306,0.3132,0.1599,0.5008,0.3221,-2.0215,0.8785,0.8709,-0.3431,-0.8875,0.6413,-2.3096,0.3608,-1.0074
CMPD_10288,TRG_2088,GPCR,312.584,5.061,1,2,3,107.693,HTS,6.65,22.1,InHouse,0.587,7.181,1,-0.9242,0.0929,-0.2867,-0.7215,-2.0093,0.8082,-0.0523,0.4267,-0.6198,0.7,-1.8454,0.7022,0.6752,1.2298,-0.6179,-1.0259,2.3687,1.8906,0.8021,-0.1013,0.5706,-1.0097,0.5668,0.1483
CMPD_10289,TRG_2089,IonChannel,377.72,4.167,2,3,2,125.72,Binding Assay,7.36,25.9,Literature,0.674,6.004,0,-0.731,0.666,-0.1549,-0.8256,0.2929,0.5348,1.2003,1.5794,-1.9694,0.6002,-0.4699,-1.2277,-0.0745,0.0374,1.0192,-0.4887,0.7337,0.5787,0.676,-1.8452,-0.4541,-0.0291,0.1773,-0.8412
CMPD_10290,TRG_2090,Kinase,346.246,4.238,0,4,2,94.928,Binding Assay,7.46,27.3,InHouse,0.956,6.233,0,-0.8056,-0.0213,1.6389,0.8322,-0.7736,-0.3683,0.4492,-0.7665,1.0214,0.2072,0.3882,0.5899,1.8256,-1.2592,0.0391,-0.3252,-0.445,0.2983,1.5989,0.6209,-0.2473,-0.0724,-0.9281,0.023
CMPD_10291,TRG_2091,Kinase,388.163,4.725,0,3,1,92.32,Binding Assay,6.58,25.3,BindingDB,0.984,8.7,1,-0.1137,1.0111,-1.4501,0.6862,1.3009,-0.3004,-1.0581,2.0997,-0.9889,-0.7318,0.363,0.8888,-0.5815,0.9845,0.2464,0.8523,0.7088,0.4272,-2.1847,1.2227,3.1975,1.252,-0.2547,-0.1377
CMPD_10292,TRG_2092,Enzyme,356.146,2.66,3,8,3,106.245,Functional Assay,6.89,21.3,ChEMBL,0.506,6.432,0,-1.0143,-0.3173,0.2799,0.7316,-0.6471,0.5791,1.357,-0.0924,-0.4325,-1.2629,-0.1726,0.7203,0.3812,1.5718,-0.4531,-0.8065,-0.0497,-1.7469,0.1851,-0.3982,-1.4811,-0.1539,0.4163,-1.0516
CMPD_10293,TRG_2093,GPCR,247.361,2.855,1,3,7,153.516,Functional Assay,7.85,21.4,BindingDB,0.527,5.076,0,-0.2976,-0.1162,-1.2317,-1.1892,0.539,-0.6261,0.2262,0.5915,0.8861,-0.7946,0.0207,1.6521,-0.3027,-0.2785,1.0913,-0.544,-0.1951,-1.7698,-1.2275,0.7713,-0.5852,0.7022,0.4824,-1.4098
CMPD_10294,TRG_2094,Kinase,429.701,1.388,1,4,7,138.083,Functional Assay,6.49,29.8,ChEMBL,0.544,7.074,1,0.2897,-1.004,0.3195,-0.7168,-1.3284,0.4409,-0.8811,0.3443,-1.8961,-0.5258,-1.1366,-0.3354,1.7746,0.9751,-0.9172,-1.7604,-0.4993,-0.8766,-1.7704,-0.1852,0.4124,1.1203,0.7907,-1.6741
CMPD_10295,TRG_2095,IonChannel,310.499,1.931,0,6,2,39.32,SPR,7.4,22.7,InHouse,0.532,6.846,1,-1.0914,0.3591,0.3328,0.4606,-0.4335,1.1312,0.9866,-0.0645,-0.2723,-1.1861,0.3501,-0.2563,0.4018,0.1009,-1.0885,0.0137,0.4752,0.8704,-1.7012,0.2203,-1.1153,0.4052,-0.9655,-0.1046
CMPD_10296,TRG_2096,Transporter,225.473,3.608,1,6,0,0.0,Binding Assay,6.89,27.3,ChEMBL,0.808,4.544,0,2.6181,-1.1419,-0.3975,-0.5117,1.2187,-0.3579,1.4474,1.1435,1.6414,-0.9883,-1.6591,-1.8315,1.351,0.0173,-0.3005,0.0827,0.315,-0.6751,1.0149,0.6322,-0.4237,-0.595,-1.7288,-1.368
CMPD_10297,TRG_2097,Kinase,315.751,4.667,0,4,3,37.202,SPR,8.04,25.4,InHouse,0.433,6.635,1,-1.1202,-0.6185,-0.5927,0.6882,-0.7617,0.6704,1.2083,1.4593,0.455,-0.552,-2.0797,0.0233,-0.7409,-0.3254,0.112,0.8194,0.7201,-1.3682,0.5228,0.1883,0.323,-0.5993,0.1257,0.9807
CMPD_10298,TRG_2098,IonChannel,470.061,2.249,0,7,6,125.914,Binding Assay,7.55,22.0,ChEMBL,0.924,4.664,0,0.5808,-0.0694,-0.0643,1.4464,0.1247,-0.015,-0.4519,-1.4591,1.274,-1.9078,-1.2899,-0.7205,0.0752,0.0678,0.628,-0.67,0.452,0.6371,0.107,-0.4891,0.6574,0.9636,-0.1652,1.8611
CMPD_10299,TRG_2099,Kinase,418.018,1.69,3,5,9,176.037,SPR,7.73,23.4,InHouse,0.679,6.401,0,0.7828,1.5719,0.7613,-0.6201,0.3635,-0.7958,-0.912,1.0448,-0.5027,-0.2766,-0.3614,-0.6393,-1.1754,-0.6385,1.831,0.7107,0.3465,1.882,-0.8517,0.2874,-0.6408,0.6192,-0.3347,0.7032
CMPD_10300,TRG_2000,Kinase,322.108,2.501,1,7,2,55.693,Functional Assay,6.88,30.1,ChEMBL,0.867,8.415,1,1.2088,-2.1189,-0.2029,0.0586,-0.4123,2.1975,-0.6386,1.3064,-0.6556,0.3358,-0.6959,0.727,-0.1013,-0.4651,2.0457,1.0698,0.1678,-1.724,0.5823,0.1698,-1.7235,1.3685,-1.0194,-1.5513
CMPD_10301,TRG_2001,IonChannel,322.059,3.582,1,2,2,153.488,Functional Assay,7.69,35.5,BindingDB,0.869,6.216,0,0.1222,-0.8433,-0.949,-0.1539,0.5535,0.8268,-0.4274,0.6812,0.7142,-0.5639,-0.6384,0.1059,1.5681,0.1953,-1.0441,-2.2244,2.4599,-0.1046,0.3039,0.5047,1.4363,-0.417,-2.0595,1.4643
CMPD_10302,TRG_2002,IonChannel,324.269,-0.099,1,3,4,104.459,Functional Assay,7.68,24.0,BindingDB,0.677,5.333,0,-1.3321,0.2397,0.2899,-0.1717,0.978,-0.6968,0.6954,-1.3102,1.5334,-0.2297,1.8246,1.1763,-1.5565,1.6212,0.4163,-0.3958,-0.7038,0.0054,0.6599,0.5678,0.6013,1.0836,-1.4078,0.3546
CMPD_10303,TRG_2003,IonChannel,516.14,-1.633,0,5,4,174.18,Functional Assay,7.51,23.8,ChEMBL,0.539,6.069,0,-0.0904,0.808,-0.5006,1.854,-0.1106,1.8696,-0.4997,-0.0406,-1.0419,1.4144,0.4951,0.9419,-0.2536,-0.7477,0.6455,0.98,-1.3559,-1.0893,-0.0694,0.4214,-0.8251,-0.893,-1.1311,0.9352
CMPD_10304,TRG_2004,Transporter,380.555,1.509,0,5,2,132.408,Binding Assay,7.03,20.1,Literature,0.472,7.878,1,-0.2985,0.1369,-1.7779,-0.1784,-0.5293,0.4197,-0.4396,-0.9751,0.7166,-0.8521,0.2686,0.6623,-1.3113,0.0104,-0.6777,1.6769,-0.6149,0.8191,-0.2503,0.3985,1.7666,1.928,1.4875,-1.2206
CMPD_10305,TRG_2005,Enzyme,384.403,0.303,1,6,6,138.948,HTS,7.3,20.1,BindingDB,0.844,6.056,0,-1.3474,-0.7319,1.8072,2.4579,0.8531,1.3857,-1.1052,2.3391,1.9685,-0.045,-0.7807,-1.87,-0.7434,1.5624,-1.6261,2.7634,-0.5323,0.3665,-0.5272,0.1136,-1.1169,0.3469,2.2416,1.0319
CMPD_10306,TRG_2006,IonChannel,432.423,1.585,0,2,4,113.272,Binding Assay,6.09,22.4,BindingDB,0.711,6.709,1,1.1556,-1.6897,-2.099,0.1386,0.1811,-1.1567,-0.703,-0.6603,0.5257,-0.5293,-0.8319,-0.5624,-1.1568,-0.8581,-1.2714,0.2566,-1.9618,-0.3891,-0.6449,-1.6488,-0.8202,-0.6332,0.7171,-0.475
CMPD_10307,TRG_2007,GPCR,369.103,2.234,2,4,2,17.354,Binding Assay,8.26,23.7,InHouse,0.47,4.832,0,-0.7674,0.7492,0.1678,-0.2131,-0.1556,-0.0972,-0.7338,0.4628,-1.974,0.595,0.7154,-0.2467,0.4616,0.758,0.4765,0.1121,-0.4192,0.0024,-0.4722,-0.9058,-0.4481,0.5137,0.075,-0.6759
CMPD_10308,TRG_2008,Transporter,329.277,1.684,4,4,6,75.249,Functional Assay,6.84,24.9,Literature,0.226,4.331,0,1.5454,0.8583,1.3771,-0.7228,0.1072,-0.7842,-1.6948,0.2272,0.6925,-1.4216,1.168,-0.8847,0.2166,0.6694,-0.0877,0.2112,-0.621,-0.3111,-1.1019,0.6744,1.6565,-0.3574,-0.3556,0.2815
CMPD_10309,TRG_2009,GPCR,334.292,5.114,1,4,3,64.772,SPR,7.0,27.1,BindingDB,0.583,6.879,1,-0.8867,-0.2683,-0.2697,0.0577,-0.3455,1.195,-1.4952,-1.2783,1.9867,1.536,-2.2283,-0.8178,0.4303,-0.5413,-0.8225,1.2096,0.5165,-0.4081,-2.8353,1.9146,-0.4251,1.0398,0.353,0.0462
CMPD_10310,TRG_2010,GPCR,344.272,3.088,2,3,3,115.704,Binding Assay,6.41,25.7,Literature,0.707,8.0,1,0.7663,0.6869,0.887,0.4486,0.8744,0.0021,-1.4458,-1.1013,-1.6405,0.0419,1.6657,-0.4422,1.1203,0.0975,0.5368,-0.0675,-0.0834,-0.504,-0.1968,-1.6053,1.4011,-0.3416,0.8353,-0.289
CMPD_10311,TRG_2011,Kinase,347.022,3.041,0,5,3,112.876,HTS,7.6,27.1,Literature,0.872,5.847,0,-1.4229,0.2743,-0.8116,0.8806,0.4029,1.2935,-1.4831,-0.088,0.047,-0.9566,-0.5345,0.4359,1.1809,1.033,0.3051,-0.2969,0.9712,0.2165,-0.5055,0.471,0.7682,-0.4313,-0.0176,-0.2479
CMPD_10312,TRG_2012,Kinase,408.21,3.62,1,2,5,111.568,HTS,7.52,23.2,ChEMBL,0.713,5.8,0,-1.4647,0.5204,0.0034,-0.3195,-2.0063,-0.459,-0.6113,0.6472,-0.2402,-0.985,-0.5979,-2.0277,-0.906,0.0466,1.1828,-1.0114,2.1435,1.3337,-0.4949,-0.8744,0.4972,0.7397,0.0208,1.3356
CMPD_10313,TRG_2013,Enzyme,354.156,0.45,2,6,2,176.468,Functional Assay,7.02,24.8,Literature,0.703,8.056,1,-1.5986,1.4179,-0.9458,0.014,-0.0482,-0.8776,0.9833,-1.1019,-0.8228,-1.8012,-0.3616,0.5474,0.3126,-0.2617,1.7493,2.1863,-0.1472,-0.408,-0.7392,1.5237,-0.1473,2.3648,1.8863,0.1769
CMPD_10314,TRG_2014,Enzyme,408.611,4.37,3,6,6,96.954,Functional Assay,5.8,23.9,ChEMBL,0.639,7.981,1,-1.4562,-0.0913,0.2817,-0.8862,-0.2393,0.8129,0.5218,1.5256,-2.4799,-1.3458,-1.4782,-1.5323,1.6658,0.0513,0.4296,-0.6115,0.8257,-0.6344,-0.4582,-0.8497,-0.2471,-2.6751,-0.1283,1.0622
CMPD_10315,TRG_2015,Transporter,343.543,2.364,1,5,3,14.033,SPR,6.77,21.2,BindingDB,0.748,7.445,1,-0.4923,0.4604,-2.29,-0.5842,0.7335,1.2988,2.2947,-0.2107,-0.6765,0.6485,0.4128,-0.3163,1.0336,1.1341,2.1592,0.7099,-1.57,-1.0065,-0.0428,-1.2868,-0.5447,-1.2998,0.0024,-2.0331
CMPD_10316,TRG_2016,GPCR,356.291,3.707,0,4,3,111.666,Binding Assay,7.48,19.1,ChEMBL,0.576,5.834,0,-0.133,1.1658,1.8435,0.4033,0.6559,2.096,0.4151,0.6176,0.3008,-0.1247,-1.7107,0.81,-1.2854,-0.5348,0.6482,-0.0953,1.1058,-0.0736,-1.6121,0.315,-0.6602,-1.4058,0.4947,0.8602
CMPD_10317,TRG_2017,Kinase,190.144,0.571,0,3,1,104.611,Functional Assay,7.35,23.0,BindingDB,0.914,6.059,0,1.3306,0.3795,-1.3792,0.2021,0.8738,0.9881,0.0459,-1.8233,1.9905,2.551,-0.6919,-0.0757,-0.6619,0.8787,-0.9219,-0.5213,1.2427,-0.3168,0.2651,1.2,0.3892,0.7243,-2.4649,-1.2095
CMPD_10318,TRG_2018,Kinase,423.306,-0.297,1,5,4,138.478,HTS,7.17,17.6,InHouse,0.37,6.919,1,0.7644,-0.7167,0.7315,0.8663,0.4785,-0.8413,-0.062,-0.1222,-0.8392,0.8477,-1.0333,-0.0586,0.4416,2.1918,0.8766,0.4625,-0.7872,0.2832,0.3617,-0.161,-0.277,1.1276,-0.4096,-0.1669
CMPD_10319,TRG_2019,GPCR,377.719,3.972,1,7,7,99.05,HTS,6.95,21.6,BindingDB,0.421,7.964,1,-0.2859,1.0784,1.186,0.5485,0.6212,1.6093,1.2997,0.1026,0.4522,-0.1263,-0.6414,-0.0405,-1.1342,-0.7723,-1.1737,0.9253,-0.1165,-1.2599,-0.9367,0.8949,-0.0459,-0.1118,-0.144,-1.4621
CMPD_10320,TRG_2020,IonChannel,429.841,3.178,0,7,4,138.57,HTS,6.25,26.6,Literature,0.407,6.059,0,0.4823,-2.1327,0.835,0.3687,-1.1042,-0.311,-1.9396,-1.0678,0.5009,-1.0812,-0.0119,-0.4823,0.7568,1.5046,0.2456,-0.7583,-1.4181,0.789,1.6136,-1.8494,-1.8509,0.1824,1.2044,0.1746
CMPD_10321,TRG_2021,Transporter,118.3,0.876,1,3,1,109.046,Binding Assay,7.78,25.5,InHouse,0.611,7.461,1,-0.7694,-0.2269,-1.8785,2.2207,0.8014,-2.0628,-0.4399,0.6559,-0.3762,-0.8215,1.8879,1.138,0.0302,0.6292,0.7215,0.8395,-1.113,1.4868,-0.6184,-0.6065,-0.3696,0.9612,-0.5515,0.8483
CMPD_10322,TRG_2022,Transporter,517.07,0.935,1,8,1,120.116,Binding Assay,6.34,25.1,ChEMBL,0.414,3.823,0,-0.699,-1.9724,-0.9941,0.4637,0.1041,-1.2185,1.3102,1.1238,-0.1499,-2.0723,-0.1182,0.168,0.8157,0.124,0.4474,0.1038,-1.1244,-0.4167,1.1887,-3.0397,-0.8569,-1.0225,-0.6083,2.0862
CMPD_10323,TRG_2023,GPCR,338.833,4.526,1,7,2,102.885,Binding Assay,7.08,28.5,ChEMBL,0.877,7.496,1,-1.343,-0.9577,-0.8767,1.5158,0.1317,0.0328,-0.1659,0.2195,-1.7748,0.4796,0.5727,-0.1345,-0.8575,2.3115,-0.5228,-1.9582,-1.0453,-0.4333,-1.1296,0.4379,-1.4751,-0.0159,-0.1885,1.0018
CMPD_10324,TRG_2024,Enzyme,438.655,0.359,0,5,4,158.394,Binding Assay,6.58,22.8,ChEMBL,0.299,6.52,1,1.3381,0.9798,1.6669,1.141,0.6971,-0.7871,0.8307,1.5349,-0.5511,-0.1524,1.2864,-1.0272,-0.2458,-0.8141,-0.178,0.2101,0.7672,-1.0187,-0.9583,-1.1857,0.1742,-0.1056,-0.5016,0.0172
CMPD_10325,TRG_2025,Transporter,266.808,5.457,0,5,8,90.198,Binding Assay,7.8,27.0,InHouse,0.879,7.636,1,1.5462,0.4369,0.4858,-0.5694,0.3452,0.5477,0.3556,-0.9707,1.1681,1.0997,-1.301,1.4359,-0.628,1.105,-2.5256,-1.1706,0.6283,-1.0816,0.242,-0.2039,0.1944,-0.0132,-0.4721,-1.4102
CMPD_10326,TRG_2026,IonChannel,399.022,0.879,2,6,3,109.792,Binding Assay,7.55,22.6,ChEMBL,0.755,6.574,1,0.9452,0.9104,1.8605,-0.3512,2.216,2.4138,-0.6389,-0.5528,-0.3924,0.7452,0.8802,0.4228,0.3822,0.1745,-1.2074,-0.8432,0.7254,0.0502,2.1066,-0.356,0.3285,-0.0977,-1.789,-0.1714
CMPD_10327,TRG_2027,IonChannel,265.727,3.649,2,7,4,62.665,Functional Assay,6.99,25.8,ChEMBL,0.91,8.252,1,-0.1096,-0.321,0.893,-0.9245,0.3609,-0.9732,-0.6082,-0.502,-0.0309,0.3271,0.8217,0.0869,-0.0578,-0.3301,-0.767,1.0463,-0.2832,1.3272,0.3682,-0.1709,0.1958,-0.4625,-0.4566,0.245
CMPD_10328,TRG_2028,GPCR,300.098,1.908,2,6,3,78.622,SPR,7.61,25.5,Literature,0.818,6.869,1,0.5327,-0.4682,-0.5142,0.3186,0.745,-1.3484,0.7754,-0.09,-0.7865,-0.7822,1.4743,1.126,0.8288,-0.6792,-1.7026,0.1187,-1.3733,1.1414,-0.7624,-1.3461,0.4441,1.4284,0.7824,0.1527
